iter	Logloss
0	0.4941168615
1	0.352117482
2	0.2567892199
3	0.188482712
4	0.141204461
5	0.1089694869
6	0.08585929588
7	0.07009822139
8	0.05798365666
9	0.0493703467
10	0.04311751993
11	0.03829925062
12	0.0349530925
13	0.03244340381
14	0.03016295285
15	0.02838033764
16	0.02710045449
17	0.02607842154
18	0.02531977748
19	0.02456920906
20	0.02405056856
21	0.02357665638
22	0.02317095652
23	0.02278667268
24	0.02244846741
25	0.02215267483
26	0.02194774668
27	0.02180256889
28	0.0215885777
29	0.02143805163
30	0.02130084592
31	0.02116398389
32	0.02102246154
33	0.02091863352
34	0.02085350435
35	0.02077115493
36	0.02066723648
37	0.0206116879
38	0.02051662693
39	0.02045025794
40	0.020384585
41	0.02031929878
42	0.02027856693
43	0.0202046363
44	0.02017099333
45	0.02013659626
46	0.02008562114
47	0.02005396847
48	0.02002871918
49	0.02000146758
50	0.01995428821
51	0.01992323325
52	0.0198718504
53	0.01983721724
54	0.01979059749
55	0.01974679512
56	0.01970985682
57	0.01966969551
58	0.0196333074
59	0.01960266629
60	0.01957179684
61	0.01951130582
62	0.01946486519
63	0.01943352114
64	0.01940304363
65	0.01936974279
66	0.01933386462
67	0.01928998145
68	0.01926667
69	0.01924302598
70	0.01920509275
71	0.01917281886
72	0.01912824077
73	0.01908361199
74	0.019059616
75	0.01901544097
76	0.01896260786
77	0.01892892301
78	0.01890173668
79	0.01887269128
80	0.01883516257
81	0.01880539002
82	0.01877619122
83	0.01876613427
84	0.01873124307
85	0.01867685248
86	0.0186473435
87	0.01859047522
88	0.01855420825
89	0.01853819591
90	0.01849685311
91	0.01846976568
92	0.01842735284
93	0.0184072376
94	0.01838598316
95	0.01836801506
96	0.01834700064
97	0.01831643171
98	0.01829860706
99	0.01827160216
100	0.01823979586
101	0.01822053128
102	0.01819691189
103	0.01816737921
104	0.01812407074
105	0.01809976662
106	0.01807193391
107	0.01804892867
108	0.01802260431
109	0.01798519567
110	0.01795913687
111	0.01793829015
112	0.01791220967
113	0.01788940527
114	0.01785171595
115	0.01782620564
116	0.01779410127
117	0.01777807159
118	0.01773878093
119	0.01772354182
120	0.01770611156
121	0.01768813454
122	0.01766406718
123	0.01764483988
124	0.01762173743
125	0.01759445734
126	0.01757913158
127	0.01754433169
128	0.01753440092
129	0.01750204222
130	0.01747363974
131	0.01743667417
132	0.0174158474
133	0.01739634364
134	0.01735525432
135	0.01733060638
136	0.01731107754
137	0.01728683545
138	0.01725371411
139	0.01721942326
140	0.01719726014
141	0.01716745475
142	0.0171488715
143	0.01712352999
144	0.01710441438
145	0.01707916315
146	0.01705483951
147	0.0170329465
148	0.01700767833
149	0.01699105309
150	0.01696512866
151	0.01694750213
152	0.01692260464
153	0.01690487417
154	0.01688715078
155	0.01686987025
156	0.01685024172
157	0.01682364035
158	0.01680609463
159	0.01678941931
160	0.01676574799
161	0.01674876359
162	0.01672963025
163	0.01670580193
164	0.0166980123
165	0.01666114596
166	0.01662706306
167	0.01660495924
168	0.01657567389
169	0.01654776554
170	0.01652621941
171	0.01650654432
172	0.01649344819
173	0.01647694005
174	0.01644957952
175	0.01642573983
176	0.01639901673
177	0.01635428824
178	0.01632022892
179	0.01629839519
180	0.01626696391
181	0.01623373134
182	0.01619727406
183	0.01615593883
184	0.01612618187
185	0.01610258373
186	0.01609308605
187	0.01606435433
188	0.01603785126
189	0.01600318383
190	0.01596988142
191	0.0159482813
192	0.01593195112
193	0.01590604131
194	0.0158933611
195	0.01587501977
196	0.01584579848
197	0.01582802184
198	0.01581115176
199	0.01578469449
200	0.0157629157
201	0.01575418432
202	0.01573369939
203	0.01569400368
204	0.01566545093
205	0.01565441167
206	0.01563205857
207	0.01560605743
208	0.01558669279
209	0.01556512311
210	0.01555453924
211	0.01554113431
212	0.0155273432
213	0.01550815717
214	0.01549843766
215	0.0154643561
216	0.01544622915
217	0.01542607382
218	0.01539950358
219	0.01537690277
220	0.01535686758
221	0.0153145233
222	0.01528518421
223	0.01524729615
224	0.01522692598
225	0.0152031926
226	0.01519204626
227	0.01514443856
228	0.01512419667
229	0.01507812243
230	0.01506164025
231	0.01504778189
232	0.01503507812
233	0.01501591645
234	0.01499438812
235	0.01496311204
236	0.01494988136
237	0.01491793012
238	0.01489969185
239	0.01487507584
240	0.01485718561
241	0.01483717771
242	0.01481681766
243	0.01479024944
244	0.01477438664
245	0.01474617414
246	0.01471638095
247	0.01469100903
248	0.01467693395
249	0.01465526441
